n,k,beta,rbar_minus_A,min_P,max_Q_hat,max_K0,max_K1
52,8,-48,-1.0365192591478523,208.86083135057308,-7.872415278687581,-19.576825884736017,-10.706983078777661
52,9,-48,-0.9094106467066667,225.88884451410865,-8.751402951606309,-20.372463023761906,-9.70071700272553
52,10,-48,-0.8100063055490685,237.32117787505427,-9.613714415507648,-20.834966270817535,-8.061430648907033
52,11,-48,-0.7301437659195615,245.20760660613047,-10.460753272981096,-20.94338697597086,-5.509928186683446
52,12,-48,-0.6645786698100535,250.55322152414186,-11.293647703901977,-20.66717867448757,-1.580175782345627
52,13,-47,-1.3680481808543792,258.995346483007,-10.852415801736793,-28.456601013145136,-16.471994287368002
52,14,-47,-1.2440198781554446,262.0013571516263,-11.607157598375515,-28.04663759076833,-13.08489284862989
52,15,-47,-1.1399707302486484,263.35307782900213,-12.348061158380522,-27.20857047421318,-8.053228930137923
52,16,-47,-1.0514708393247034,263.57633208732614,-13.075279792495996,-25.887156181760243,-0.4574116238819574
52,17,-46,-1.614544701425513,260.86923493985444,-12.530183290447642,-36.45671009825589,-22.471333251155677
52,18,-46,-1.4863447366906977,260.14097509142323,-13.182401513438428,-35.42658460991031,-17.466752171065583
52,19,-46,-1.3760211534147502,259.63500031209776,-13.819541332989504,-33.9527593340593,-10.089984455082732
52,20,-45,-1.886913185403257,256.1492463927379,-13.292408708618213,-44.962318481932876,-32.23436397269192
52,21,-45,-1.7429064505086584,256.74101733560485,-13.861268386736716,-43.75410930225527,-27.582820827288902
52,22,-45,-1.6179251941271038,257.46764849519866,-14.413096422634577,-42.20320143148982,-20.934973943097113
52,23,-45,-1.5084767877502516,258.3026154156306,-14.947350379453793,-40.24536128171215,-11.106824226860095
52,24,-44,-1.9296862403640835,255.997797885686,-14.378080384332222,-51.17430099177533,-36.88300677225454
52,25,-44,-1.7950127091197703,257.6372268423324,-14.845452585045285,-49.46525022234623,-30.98746479499223
52,26,-44,-1.6763797561545737,259.32818273336386,-15.292446108411118,-47.45307780292388,-22.398755175023506
52,27,-44,-1.5711093917755323,261.0508016337989,-15.71812327737411,-45.09729219043815,-9.172908128965704
52,28,-43,-1.9174991812645676,259.7259785512317,-15.097547951528623,-54.94146273568581,-39.034143676258786
52,29,-43,-1.793044671923904,262.04105297982477,-15.453635304285028,-52.717103077354224,-31.428215291964218
52,30,-43,-1.6820991635291325,264.33702585320907,-15.784375613474582,-50.229178437836694,-19.90043900326008
52,31,-43,-1.5825815971208819,266.59428806114613,-16.088223188801162,-47.45275809550231,-0.6366900065355162
52,32,-42,-1.86420183955358,266.0393384307137,-15.401735708682176,-55.46930732822986,-37.33230756464707
52,33,-42,-1.750005898776256,268.6903733395904,-15.62822795031632,-52.70149501336195,-26.776180296603915
52,34,-42,-1.647151933106497,271.2396334993204,-15.82163063992807,-49.72460856752633,-8.757907590293653
52,35,-41,-1.8936060339650918,270.82940450142866,-15.097060077805752,-55.30366262594895,-39.74707871977564
52,36,-41,-1.7781360944642097,273.58426789230043,-15.203450180161223,-52.115144737892045,-29.27114032084819
52,37,-41,-1.6736787123209442,276.14640846260875,-15.267658357697055,-48.77239228807446,-10.671792652537563
52,38,-40,-1.8836757871779137,275.71944853150876,-14.481117591326957,-51.9850174793155,-38.293748282884565
52,39,-40,-1.7684421282734926,278.2258451954308,-14.440824172218447,-48.25104255927529,-26.683551663992343
52,40,-40,-1.6636434673161808,280.38587712137064,-14.343730574462063,-44.37567253361347,-3.462316596189432
52,41,-39,-1.8354952371008446,279.5763453116495,-13.459498542103008,-46.10616480469624,-32.354642046572216
52,42,-39,-1.7213484166426554,281.22864967871834,-13.225028902191143,-41.70735527333052,-16.25220484429568
52,43,-38,-1.8711033161496609,279.58622483317816,-12.268811104781202,-42.48397681010475,-31.82143563741845
52,44,-38,-1.747829957326229,280.16493036673484,-11.858884480010623,-37.438017887469414,-18.321616536970684
52,45,-37,-1.870006560816746,277.0619741428934,-10.780653731986245,-37.03490418073522,-27.016687646147147
52,46,-37,-1.7369614597689569,275.4474403718194,-10.12317143503462,-31.090442828480327,-12.200992137102313
52,47,-36,-1.823251961279631,269.3247682509625,-8.824372623143223,-29.03265774155134,-18.154740414545437
52,48,-35,-1.885127316985497,260.24556502851414,-7.371867655084012,-25.571291686604674,-15.982082928565776
52,49,-34,-1.9076549351147492,245.84704487436628,-5.634543100865646,-19.823773733732036,-10.979867608641314
52,50,-33,-1.846557223162153,218.23871701622707,-3.2796824321405396,-7.968816858955758,-0.21326188098399915
53,1,-49,-32.1790382701205,198.96726792982577,-0.3453136139081277,-8.001925522924529,-7.901807911298823
53,2,-49,-6.298382138228759,150.77662484121404,-1.5237646755072305,-8.714446946139292,-7.772420641052013
53,3,-49,-3.4490526991410353,130.46517419777024,-3.105264012134722,-10.160733305200475,-8.411875827159141
53,4,-49,-2.368892015120621,120.76662016015767,-4.150072059818341,-12.701192760013079,-9.967601503439013
53,5,-49,-1.8023853195368438,119.18648148962177,-5.124196095523884,-15.167160905372455,-10.980564868542073
53,6,-49,-1.453955017551137,128.4190267008409,-6.070007729523395,-17.108223304236688,-11.403591243754708
53,7,-49,-1.218139172027802,157.29242157885056,-6.992112604013399,-18.635356953151547,-11.357461637225411
53,8,-49,-1.0479885826369624,213.27421741129265,-7.893699845219166,-19.802995823258918,-10.868775202612731
53,9,-49,-0.9194499601737198,230.9938092398188,-8.777101420611368,-20.634391782493207,-9.889878393454675
53,10,-49,-0.818932151345444,242.86612285429305,-9.644093020725087,-21.130136043397858,-8.288867199221494
53,11,-49,-0.7381783265252118,251.11045624308835,-10.496069224998674,-21.278696178516483,-5.79706627901278
53,12,-49,-0.6718838451008105,256.7634918162694,-11.334151931572139,-21.045434191753575,-1.9697966962648046
53,13,-48,-1.383660611057296,265.51232156470024,-10.893452505373146,-28.89586336591127,-16.896043925889412
53,14,-48,-1.2582259531923532,268.8191935515398,-11.654199506070285,-28.534850109955713,-13.601710972203577
53,15,-48,-1.15300179196045,270.47321234977125,-12.40149642064013,-27.753478492065558,-8.720130954714984
53,16,-48,-1.06350623841716,270.84921104189516,-13.135509686893537,-26.496044767828725,-1.4003917398722603
53,17,-47,-1.6342782009341141,268.42918151541136,-12.594805843978813,-37.1129583724679,-23.19357162723568
53,18,-47,-1.5045588185205363,267.56460087244045,-13.254984559324505,-36.13929856525477,-18.3665827443133
53,19,-47,-1.3929342772059954,266.93282513540777,-13.900618721219038,-34.741561195872926,-11.28202619430019
53,20,-47,-1.2959072979864894,266.49458603238463,-14.531474057310986,-32.81904318694844,-0.6466388951350321
53,21,-46,-1.7661092801212543,263.66478927379603,-13.95790635217501,-44.675684556014296,-28.68137880530946
53,22,-46,-1.6395597536082485,264.2871126580583,-14.520224653801408,-43.19423850388064,-22.348436370483178
53,23,-46,-1.5287474482701597,265.0261074754814,-15.065703658979281,-41.318020173770016,-13.003097156677603
53,24,-45,-1.9578734596615854,262.48423509364665,-14.504294500693344,-52.356633221118365,-38.23018665879186
53,25,-45,-1.8213835280909474,264.0389269249758,-14.984569224490969,-50.719631214352276,-32.6044207787241
53,26,-45,-1.7011659560074164,265.65347511255965,-15.44542063111782,-48.788674344906056,-24.545809209783872
53,27,-45,-1.594503598242696,267.3082109867984,-15.886000852009479,-46.524637049758944,-12.303816214445252
53,28,-44,-1.9487266464655857,265.76842167806745,-15.276021938186823,-56.51723441011491,-40.956802137495146
53,29,-44,-1.8224808399258587,268.0296696268613,-15.649304805354099,-54.37928498109965,-33.824286789625035
53,30,-44,-1.7099613349593112,270.2822076610518,-15.998648470072903,-51.986291405416075,-23.241387738788294
53,31,-44,-1.6090539991295185,272.50731491533685,-16.322672969274493,-49.31428833474515,-6.146312193492525
53,32,-43,-1.8985023333526225,271.76776429759155,-15.650811812948202,-57.55250003729224,-40.123662895558745
53,33,-43,-1.7825710825084795,274.4099357140663,-15.900904195457276,-54.88402122807089,-30.56149435551196
53,34,-43,-1.6781905617149107,276.96681197897806,-16.12015299911608,-52.013908693223456,-15.045129465502857
53,35,-42,-1.9330742944487205,276.4099517382016,-15.41454549787365,-57.91778820554375,-43.066798765700646
53,36,-42,-1.8157456771487124,279.2111251444688,-15.551719613766926,-54.8345822368436,-33.88107940163449
53,37,-42,-1.7096684132475328,281.8468768788935,-15.650125140088937,-51.60364901810906,-18.41606270838185
53,38,-41,-1.9287639976897177,281.3412271388606,-14.889512964945338,-55.176540626936394,-42.38481412875529
53,39,-41,-1.811625624411435,283.99286221363434,-14.891223561391412,-51.5624383033763,-32.61115127736414
53,40,-41,-1.7052063159995838,286.3500345526251,-14.841832826685831,-47.8155810628114,-14.94650434778205
53,41,-40,-1.886981647249274,285.6024237556952,-13.995906030129174,-49.859811927240294,-37.68013528672722
53,42,-40,-1.7710628187009545,287.60444110288773,-13.823202503619376,-45.62646722339326,-25.58341833622414
53,43,-39,-1.93236772360502,286.2081139051337,-12.919358785873369,-46.78513585313809,-37.250443117264375
53,44,-39,-1.807366243728994,287.42008839130824,-12.594150747668312,-41.96996792009901,-27.49468921096507
53,45,-39,-1.6926738895187612,287.7640479665631,-12.171134513767232,-36.9217143302405,-5.019846916775981
53,46,-38,-1.8091880838266623,284.57424888744873,-11.064604420506502,-36.49729659652688,-23.64934073748422
53,47,-37,-1.9130903732194455,280.01897494733976,-9.900541975709574,-35.22056200854661,-25.58659993178677
53,48,-37,-1.7680472227394475,276.32243425913924,-9.05938778164852,-28.483850533424295,-13.703072696023884
53,49,-36,-1.828038638294619,266.92609797886826,-7.570856258004162,-25.011605139490527,-14.315312435685216
53,50,-35,-1.8512336344855078,252.04340776450232,-5.787252228613956,-19.255831353555237,-9.618890087444392
53,51,-33,-1.9898761147795732,221.6867622302588,-3.2253645053162585,-10.77136533606025,-4.507963515079037
54,1,-50,-32.65743363846986,205.0455045465021,-0.3452540004194949,-8.086661672388072,-7.986468018555827
54,2,-50,-6.371801410294681,155.2887291519389,-1.524540201343381,-8.80293873545571,-7.853416977907147
54,3,-50,-3.487825472565967,134.27815486820526,-3.1086145124002744,-10.249798120199117,-8.484325963914932
54,4,-50,-2.3951069777490708,124.16027081030113,-4.156433421619399,-12.791105013994162,-10.042466382537334
54,5,-50,-1.8221526130774892,122.27953416361291,-5.133601338638547,-15.288933447040655,-11.07718837956781
54,6,-50,-1.4698076802783473,131.2276580438954,-6.0827960980308715,-17.26331951175729,-11.520658052595419
54,7,-50,-1.2313659972601574,159.6731122705735,-7.008590797755713,-18.82376789798352,-11.494606551660558
54,8,-50,-1.059333324840296,217.69122794473643,-7.91415175621505,-20.023282604834595,-11.027762539466567
54,9,-50,-0.929380308798216,236.09141042224644,-8.801794371733736,-20.888090059716777,-10.075079976126707
54,10,-50,-0.8277611487001553,248.45404690252957,-9.673282124984983,-21.42044881898032,-8.50947636198665
54,11,-50,-0.7461257037620206,257.071018249191,-10.530000648596404,-21.60792275793311,-6.0752278329796106
54,12,-50,-0.6791097186135311,263.04124661538833,-11.373065481823057,-21.416060200385008,-2.3447280339601124
54,13,-49,-1.399099263038623,272.1056440051271,-10.9328104999368,-29.325619971982352,-17.308308013383343
54,14,-49,-1.2722733916064997,275.6833576061067,-11.699304019768627,-29.0117809141951,-14.101589132381745
54,15,-49,-1.1658867787563185,277.6796367322851,-12.452714643519508,-28.286067029697524,-9.36100305702458
54,16,-49,-1.075406122948846,278.17957272678075,-13.19322036997067,-27.089565658939833,-2.294197581541892
54,17,-48,-1.6537789316546727,275.8132297773492,-12.656665772298911,-37.75492595318184,-23.890806944833503
54,18,-48,-1.5225565062273183,275.08681136986564,-13.3244334961495,-36.834973272092306,-19.21654855294605
54,19,-48,-1.4096448471684693,274.3279376401538,-13.978157272690746,-35.50477196601269,-12.417307566868553
54,20,-48,-1.3115043275916654,273.7722318808286,-14.617631045675907,-33.66209375008081,-2.2227616934461882
54,21,-47,-1.7890183332968972,270.686358020961,-14.05020491032422,-45.574876628713774,-29.736161123300224
54,22,-47,-1.6609171470809942,271.2029120024829,-14.622478706339894,-44.159317104443076,-23.69259968696479
54,23,-47,-1.5487550362703664,271.84429426782503,-15.17859530991239,-42.360399375852,-14.78558406801492
54,24,-47,-1.4497662420100612,272.5863098542741,-15.718049849003489,-40.10726366087026,-1.238367869861398
54,25,-46,-1.8473922900806747,270.534850740774,-15.117059654188663,-51.940795753285904,-34.14503794438967
54,26,-46,-1.7256057575047459,272.07059909250006,-15.590983551009776,-50.08669691651368,-26.57076959813913
54,27,-46,-1.617564452193013,273.65464281972993,-16.04559404615808,-47.9054852520239,-15.171358780417268
54,28,-45,-1.9794937155691783,271.9003346588028,-15.445529664979423,-58.04991436345753,-42.76224727820826
54,29,-45,-1.851472456058397,274.1038379060375,-15.834938430334697,-55.993600075263345,-36.08417165417022
54,30,-45,-1.7373915284525143,276.3082400716643,-16.201682619040103,-53.69014159036043,-26.355668175121178
54,31,-45,-1.6351039945031918,278.49554975285264,-16.544524595493208,-51.11645370496672,-10.87948217304391
54,32,-44,-1.9322386934866982,277.56871480064837,-15.8862008127959,-59.575347963342,-42.75205593398149
54,33,-44,-1.8145811507661813,280.19364634804754,-16.15817497737967,-57.00042700985825,-34.05034761695608
54,34,-44,-1.7086788776114303,282.74790171258434,-16.401292969929475,-54.230644867025354,-20.27146377656987
54,35,-43,-1.9718238500803138,282.0364930590465,-15.71301852276988,-60.4573161422679,-46.1146224054645
54,36,-43,-1.8526354942883212,284.86814614271066,-15.878384937302853,-57.473071684080324,-37.84325345197773
54,37,-43,-1.7449304557281033,287.55770718192696,-16.00793086357912,-54.32845847484972,-24.758322097977505
54,38,-43,-1.647084559758356,290.0742899532935,-16.098550712283444,-51.003758647832065,-0.4959007119898699
54,39,-42,-1.853843319068893,289.7182203368302,-15.31006446594289,-54.771451204090845,-37.59619325093333
54,40,-42,-1.7457628991846552,292.230497313135,-15.303187318347506,-51.14306584130843,-23.421628024315677
54,41,-41,-1.9371618753935624,291.4957018775469,-14.490675917064333,-53.47860327450468,-42.325855970873626
54,42,-41,-1.8193754340707555,293.77195782610926,-14.371861123153602,-49.39373634961038,-32.6410585974818
54,43,-41,-1.711835085444453,295.59797024910733,-14.189038237442766,-45.15165661155812,-13.765735036302829
54,44,-40,-1.8648280403999453,294.22178996507307,-13.258731762754406,-46.28163133871562,-34.20038229358134
54,45,-40,-1.7486906626248597,295.2206332712513,-12.921691497119534,-41.46174478230321,-19.69098162218519
54,46,-39,-1.8779532644387662,292.6897916293268,-11.894631740469697,-41.539049760537026,-30.91427871936822
54,47,-39,-1.7530615022839864,292.0555577057785,-11.350760244351823,-35.96635018772683,-17.111629073653575
54,48,-38,-1.8523981563902039,287.35137945469694,-10.157853114862306,-34.67265795862027,-23.815419156303513
54,49,-38,-1.7169015242819223,283.293256502115,-9.296366774872741,-27.942566152672267,-3.9426556079162283
54,50,-37,-1.7751747662918276,273.5816209101194,-7.7713133225908315,-24.45991558374501,-10.46446633059438
54,51,-36,-1.7989329093176998,258.218016766508,-5.940498919396883,-18.69650581510609,-6.998025083145406
54,52,-34,-1.9330028331844287,227.11535808026755,-3.310342409451435,-10.186433174193825,-3.3384010481348003
55,1,-51,-33.13082852677597,211.1844138320549,-0.3451964431446312,-8.170514066642438,-8.070231414914225
55,2,-51,-6.444414037076939,159.8450329423465,-1.5252839083448562,-8.890549169688057,-7.933587686196551
55,3,-51,-3.5261782424168953,138.12782382900141,-3.1118308158854715,-10.33812847328077,-8.556206329091397
55,4,-51,-2.421040149134399,127.58622635500055,-4.162548887113379,-12.879716273252376,-10.116134251405004
55,5,-51,-1.8417084222388955,125.40283827321795,-5.142644379668614,-15.409177361278937,-11.17179574584273
55,6,-51,-1.4854912613397566,134.0684915691329,-6.095093020167977,-17.414576885445076,-11.635365551371898
55,7,-51,-1.24445203692999,162.09847389894688,-7.024436458898508,-19.006749465075114,-11.629836946601527
55,8,-51,-1.0705574761458463,222.09514213369135,-7.9338189161906305,-20.239344633431525,-11.184084439957168
55,9,-51,-0.9392051859107307,241.22124455918652,-8.825539670538276,-21.137686678031997,-10.256539149804825
55,10,-51,-0.8364964067575564,254.0782536450093,-9.701350247285845,-21.706136698154612,-8.72460178336238
55,11,-51,-0.7539887016859719,263.09406099112744,-10.562627427891476,-21.931372855163932,-6.34499962135551
55,12,-51,-0.6862588469512834,269.38558566034516,-11.410480348934863,-21.779462872510788,-2.7060004043597132
55,13,-50,-1.414369834573716,278.7741984993424,-10.970591115519683,-29.747555616503583,-17.709553318961646
55,14,-50,-1.286167428085246,282.6272360842845,-11.74258900676983,-29.479180949285606,-14.585700052428505
55,15,-50,-1.1786305467397298,284.80128755722086,-12.501851891788055,-28.807050494626782,-9.977766875307168
55,16,-50,-1.0871750365838317,285.5976945205097,-13.248567955496972,-27.668656634444698,-3.1294647635337194
55,17,-49,-1.673054979884881,283.2548838568086,-12.715938215501339,-38.383449244854184,-24.5648828821731
55,18,-49,-1.5403454133612726,282.7063583626363,-13.390949387443968,-37.51465499099523,-20.03423696893174
55,19,-49,-1.4261600919644528,281.81914388786925,-14.05238697043301,-36.247125419282,-13.500518020672205
55,20,-49,-1.3269175097911938,281.14467383130693,-14.700070136153732,-34.48176125035876,-3.716792955816402
55,21,-48,-1.8116446227575007,277.804527268898,-14.13845531669009,-46.45309257711285,-30.75068903437107
55,22,-48,-1.6820079798251721,278.2139522983953,-14.720191013034292,-45.10013057343754,-24.938115780619544
55,23,-48,-1.5685098476784554,278.7562078958956,-15.286404349202803,-43.37454329478903,-16.473472372557552
55,24,-48,-1.4683493627786466,279.40682722889187,-15.836636283218358,-41.207634342348506,-3.7359428264585888
55,25,-47,-1.873053952509888,277.124222679329,-15.243401355673033,-53.130953523167335,-35.616128261107384
55,26,-47,-1.749713917478847,278.57902391872244,-15.729680400572926,-51.349725069069244,-28.42457870416418
55,27,-47,-1.6403066385385072,280.0898679143308,-16.197526783585086,-49.23775598232421,-17.725835516340812
55,28,-47,-1.5426212789817948,281.638561555366,-16.6461605177766,-46.69209419446378,-0.984940231851492
55,29,-46,-1.8800404392405086,280.26400997463696,-16.01132883765712,-57.56344120486751,-38.22151423030434
55,30,-46,-1.76441099496845,282.4161705453252,-16.394391128145863,-55.34462136295542,-29.134901132898555
55,31,-46,-1.6607533879912917,284.5607802623992,-16.75483331086037,-52.86372579878001,-15.116838328412555
55,32,-45,-1.9654409902005747,283.4447437221427,-16.109081592245584,-61.54223563530288,-45.15572530316599
55,33,-45,-1.8460674712471672,286.0452725656383,-16.401414588622035,-59.055683587115595,-37.11815882028073
55,34,-45,-1.7386499917686153,288.58821010508063,-16.66666138545738,-56.38047065095511,-24.858956912335444
55,35,-45,-1.6414711786186351,291.0533823008644,-16.90301598681947,-53.424683506448645,-4.034350995753008
55,36,-44,-1.8888543144249574,290.56506348744506,-16.185614456652836,-59.99081934265756,-41.488284601586514
55,37,-44,-1.7795182988412217,293.29207606193893,-16.343673222339607,-56.942421676297855,-29.984094788094286
55,38,-44,-1.6802395456066312,295.86972605522,-16.46578616888835,-53.72912452467049,-9.958600433638882
55,39,-43,-1.895178553288731,295.42579553586114,-15.701034114101379,-57.88233071446762,-41.97393448600123
55,40,-43,-1.7854094653758903,298.0598289158655,-15.732367002269484,-54.364288599513536,-30.150814246090906
55,41,-43,-1.6853152211308247,300.433227786651,-15.71708325826418,-50.71795358692274,-7.923946365949445
55,42,-42,-1.8664529584235692,299.7937649945573,-14.878090951531895,-53.0272035399705,-38.26922685765385
55,43,-42,-1.757293803685656,301.90671120744,-14.74984216352107,-48.931914710157855,-24.0784432588544
55,44,-41,-1.9205379596949836,300.7010180783877,-13.864703142789368,-50.40722775673861,-39.634890295931875
55,45,-41,-1.8027349147228962,302.20148073284037,-13.600211431690989,-45.78327638175058,-29.002844199021695
55,46,-41,-1.6944854945319288,302.98900610798574,-13.251481385419694,-40.95927258028839,-4.9692130937573085
55,47,-40,-1.8177433544645456,300.4067416166446,-12.19753909034608,-41.01388366741065,-27.2543437460635
55,48,-40,-1.7010917317301404,299.50708779133726,-11.63915399376843,-35.441972300348624,-3.8492225875200843
55,49,-39,-1.7963090072340435,294.6545131671078,-10.417228448148995,-34.13165936475083,-20.254226574957368
55,50,-38,-1.8750361174854324,287.7631342999629,-9.096853781120352,-31.771322799027953,-21.117567753433942
55,51,-38,-1.7260694447619664,280.2132680960526,-7.973208342306389,-23.916019042303514,-1.5546226915630448
55,52,-37,-1.750302800551318,264.3719175360716,-6.0942269020466595,-18.145530883258484,-0.3836877132695373
55,53,-35,-1.8801614864332197,232.5273477007286,-3.395363422737715,-9.610549737422204,-2.075070054085617
56,1,-52,-33.59935607301363,217.3834016742333,-0.34514084093312525,-8.253509899564094,-8.153126197794052
56,2,-52,-6.516245423113605,164.44511062194252,-1.5259977135345073,-8.977304062586644,-8.012957437755967
56,3,-52,-3.5641242302923213,142.01383175141882,-3.1149185548883205,-10.425741098777648,-8.627528552895043
56,4,-52,-2.446700381813122,131.04416973105867,-4.168432447725874,-12.967067030136848,-10.188654264161945
56,5,-52,-1.8610593815133902,128.55603470061985,-5.1513457469384045,-15.527368807676146,-11.26521742192635
56,6,-52,-1.501011061073641,136.9409055275663,-6.106926285426911,-17.564406871130934,-11.747782585224378
56,7,-52,-1.2574017035796379,164.56691678585258,-7.039685310396757,-19.187707693343615,-11.761026981034632
56,8,-52,-1.0816648173668404,226.48491397382594,-7.952745625460733,-20.452693779086918,-11.336254278341539
56,9,-52,-0.9489279008903768,246.3160330735453,-8.848390827276909,-21.38379198183755,-10.434455785055446
56,10,-52,-0.8451408704123948,259.64537765539717,-9.728360743069105,-21.987414701301343,-8.934566813914085
56,11,-52,-0.7617699756392977,269.0351479051973,-10.594023414089556,-22.24932945385422,-6.606916074592379
56,12,-52,-0.6933336504859169,275.63723081292534,-11.446481558099247,-22.13601666875949,-3.0545483919354317
56,13,-51,-1.4294777160926175,285.33286782028,-11.006887655206658,-30.162076106032796,-18.10047706306246
56,14,-51,-1.2999130120838505,289.5309822233094,-11.78416291242764,-29.937568133988755,-15.055106260124418
56,15,-51,-1.1912376842961845,291.9046769905024,-12.549033242192937,-29.317083470531347,-10.572156296202989
56,16,-51,-1.098817269097375,293.0335045050084,-13.30169580552349,-28.234174678088443,-3.9293928588781535
56,17,-50,-1.6921139666269327,290.78907820101654,-12.772783668229215,-38.99929266925745,-25.2174596745947
56,18,-50,-1.55793270701144,290.4220282056824,-13.454716249935455,-38.17929745762831,-20.822069925349385
56,19,-50,-1.442486807301736,289.4052779382891,-14.123518001670206,-36.971437572859536,-14.50759081694883
56,20,-50,-1.3421533372786998,288.6108044819166,-14.779030703586798,-35.27956103456149,-5.135644205183555
56,21,-49,-1.8339984665828788,285.0181188911131,-14.222922839133053,-47.311610970277094,-31.72810641112876
56,22,-49,-1.7028421682257928,285.31914379718995,-14.813663781773228,-46.0182140420329,-26.130455153106602
56,23,-49,-1.5880214878283974,285.7608679153314,-15.389474623134593,-44.3623012049311,-18.075110344246262
56,24,-49,-1.4867008387496323,286.3185247028339,-15.949937184004284,-42.27720689027482,-5.972072202963607
56,25,-48,-1.898382403772945,283.8062138598952,-15.36402554899515,-54.29210085892371,-37.02370512822046
56,26,-48,-1.7735040933601969,285.1781299158814,-15.862002522330606,-52.580083638364464,-30.16234742835828
56,27,-48,-1.6627436985013004,286.61352350646615,-16.342359320899114,-50.53166716151824,-20.12939996467184
56,28,-48,-1.5638607015780155,288.0943094416991,-16.80438632534116,-48.08180594766799,-4.626824800077369
56,29,-47,-1.908203937762468,286.5103792757516,-16.179183223141514,-59.09184917558295,-40.175289868217405
56,30,-47,-1.791039085902531,288.6066913763571,-16.577585339692178,-56.953208420932164,-31.696599640396876
56,31,-47,-1.6860219203957678,290.70431555146325,-16.95453257851467,-54.543261148312965,-18.828362824982253
56,32,-46,-1.9981363139492525,289.3977653965629,-16.320492554309745,-63.45706567217496,-47.427102026830035
56,33,-46,-1.8770580957762064,291.9677234816271,-16.631826864928104,-61.054195955475635,-40.000085900782665
56,34,-46,-1.7681332722478533,294.4918980773579,-16.917660506299285,-58.435182373235776,-28.91037835623574
56,35,-46,-1.6696170775067385,296.9514543066753,-17.176386594313893,-55.58185248428978,-10.624621473332088
56,36,-45,-1.9244446006906668,296.30953204938766,-16.47526947753741,-62.42842957211586,-44.721248436672035
56,37,-45,-1.8134779424539587,299.06034166433915,-16.65956212856404,-59.47848352656502,-34.56099254918809
56,38,-45,-1.712761406022063,301.6821910743972,-16.810504736464775,-56.36963964530686,-17.558191153374683
56,39,-44,-1.935701029277315,301.1340734230459,-16.06720386158819,-60.88615374107322,-45.80770869718884
56,40,-44,-1.8242251008814,303.86298821135586,-16.133128570886942,-57.47364651543048,-35.737088401710594
56,41,-44,-1.7226474522286344,306.36681851297357,-16.15649731528563,-53.933898983682155,-17.961271008974357
56,42,-43,-1.9124262532910916,305.7162079315511,-15.347515314599613,-56.541148738410975,-43.090874419228065
56,43,-43,-1.8015826338279533,308.05704932096796,-15.267429410984544,-52.5794345017869,-31.82266413776441
56,44,-43,-1.7000770098839166,310.0076704250244,-15.129910718198687,-48.474395626309644,-9.069146638481715
56,45,-42,-1.8551141151846453,308.84155180564227,-14.219029814500203,-49.92022411019547,-35.88152431205833
56,46,-42,-1.7454442446187335,310.1482564842663,-13.943849646028234,-45.29007437879027,-19.805721589848012
56,47,-41,-1.8798414400405872,308.03721131278235,-12.955341448386902,-45.77879789838127,-34.26556166103341
56,48,-41,-1.762085451451615,308.09252506189443,-12.502635000214463,-40.49469575143583,-20.47527125298726
56,49,-40,-1.870953006044997,304.3333465248482,-11.384993686825599,-39.79595790665431,-28.650408623077812
56,50,-40,-1.7443054858879345,301.9295287406443,-10.678686554603038,-33.59745280096545,-12.864104873691788
56,51,-39,-1.8201299817311523,294.81391814747,-9.327256027527207,-31.224594585098192,-18.91903716989396
56,52,-38,-1.873126770290718,284.46049257419435,-7.8067217308075,-27.42866792997501,-16.58089610106895
56,53,-37,-1.88993220288363,268.3043099521094,-5.9703628998268155,-21.312439571684656,-11.244015606091283
56,54,-35,-2.018561296167265,235.95215912691384,-3.343267846576553,-12.399550387883492,-5.672880530877476
57,1,-53,-34.06314414653234,223.64189109308782,-0.345087098861568,-8.335674995013429,-8.23517902061837
57,2,-53,-6.587319688191527,169.08854869587313,-1.5266833830940378,-9.06322799337046,-8.091549704612033
57,3,-53,-3.6016759833629233,145.93583919605618,-3.1178905410375863,-10.512652172653446,-8.698303978612351
57,4,-53,-2.472096075814015,134.5337935676319,-4.174097052833559,-13.053073929797348,-10.26007237314293
57,5,-53,-1.88021178585482,131.73877912689093,-5.159724446177962,-15.643745356601801,-11.356723913938076
57,6,-53,-1.5163721082230697,139.84431649285597,-6.118321627255466,-17.71121897658775,-11.85898781319953
57,7,-53,-1.2702191833017196,167.07697664236528,-7.054370435804055,-19.36671562997705,-11.890355161023582
57,8,-53,-1.0926589349102724,230.8754109734796,-7.97097291271585,-20.663437961343902,-11.485196088561596
57,9,-53,-0.9585515925369337,251.4611659085557,-8.870397398981686,-21.626555175922228,-10.607366745436957
57,10,-53,-0.8536973323116508,265.26782270559056,-9.754372281684484,-22.26448239492128,-9.139667839731718
57,11,-53,-0.7694720431843323,275.0169723680829,-10.624256984864296,-22.562054620428903,-6.86146503016714
57,12,-53,-0.7003364234481617,281.922445487774,-11.481147814200353,-22.48606746778193,-3.391221461581641
57,13,-52,-1.4444280136835579,291.93106687952235,-11.041786177824179,-30.56955543855033,-18.481714724751896
57,14,-52,-1.3135148294781014,296.3869295593895,-11.824125688454611,-30.38741880238918,-15.510772783363862
57,15,-52,-1.2037125327512335,299.0877331744335,-12.594373878820173,-29.816767006587686,-11.145739743668962
57,16,-52,-1.110336876337475,300.32973830027794,-13.352735818453787,-28.786904634585028,-4.696598689041428
