n,k,beta,rbar_minus_A,min_P,max_Q_hat,max_K0,max_K1
70,61,-52,-1.8015602201184198,410.5319680445302,-15.565490817684367,-54.42229557168484,-31.148121563971745
70,62,-51,-1.8876593696512278,405.6449952626135,-14.403887022314246,-53.417517380492235,-38.44442751946612
70,63,-51,-1.78206116816599,402.2751986140555,-13.690240860821108,-46.919641799070405,-23.087119844064787
70,64,-50,-1.8456130805366617,394.2226102264589,-12.320931261221151,-44.488483344579045,-28.42298466066927
70,65,-49,-1.894916061762699,383.46279765169373,-10.8121058672277,-40.95336043424989,-26.04402258085638
70,66,-49,-1.7643751128013516,371.0448365618808,-9.415997650502922,-31.97291498590121,-8.222971242660348
70,67,-48,-1.7705735245852003,348.47712817873605,-7.161294135519459,-24.786033011845362,-2.482713028826099
70,68,-46,-1.8608324075449763,306.1839894191377,-4.069132344928059,-14.459634540613044,-2.6583618722769495
71,1,-67,-40.11960081585831,317.2199994767865,-0.34448846319344145,-9.410642118661789,-9.307733975315013
71,2,-67,-7.513946885303881,238.44251063544294,-1.5340581985164274,-10.190325808551169,-9.121072134741514
71,3,-67,-4.091764908388047,204.45386676318512,-3.150157336177839,-11.663637753878973,-9.637434587226174
71,4,-67,-2.8037138084295994,186.56215151899798,-4.235842239382432,-14.148517936933477,-11.163887526967853
71,5,-67,-2.130385408172444,179.23464322880832,-5.251125781566005,-17.116859646257033,-12.510257061692446
71,6,-67,-1.7170646612734042,183.48711815924247,-6.2426857303360235,-19.563572320110474,-13.245450482544312
71,7,-67,-1.437704211971302,205.9786440375082,-7.214675057397359,-21.600597245408284,-13.505219703628681
71,8,-67,-1.2363325135824677,262.66597584172354,-8.169960920937141,-23.286176824043356,-13.337446300737154
71,9,-67,-1.0843244700159391,323.72551672335345,-9.110636141079722,-24.64406383747306,-12.731235864748879
71,10,-67,-0.9655269982387535,344.88916688100915,-10.038294204480971,-25.69303593586329,-11.617196535016312
71,11,-67,-0.8701370059842248,360.18334949097556,-10.954189179792056,-26.416475041766933,-9.847401003280108
71,12,-67,-0.7918617297484629,371.6104896032069,-11.859334586740225,-26.808593282835883,-7.174969911472112
71,13,-67,-0.7264772779136315,380.18205106324865,-12.754567611142313,-26.82544806904252,-3.1868934673291465
71,14,-66,-1.4909802720864043,394.26578075739076,-12.25580498718431,-35.913936835384106,-20.823079979391903
71,15,-66,-1.366444806569847,400.54767797294676,-13.083418559051912,-35.89313761596419,-17.602359558044846
71,16,-66,-1.2605766049465084,404.95938580183815,-13.902366454592201,-35.490641431307004,-12.963476985429086
71,17,-66,-1.1695061112700007,407.9157922077345,-14.712859975948401,-34.630272086472644,-6.249866831858948
71,18,-65,-1.801399200150286,406.92702331165583,-14.170362196407304,-46.7118658662076,-30.15557271310341
71,19,-65,-1.6684002343480366,408.4559729097455,-14.919884612183496,-46.224439185265865,-25.938958518873477
71,20,-65,-1.5528661958854468,408.94477518658624,-15.660757874335948,-45.33547696788628,-19.970375477978852
71,21,-65,-1.451610997590234,408.1468258066012,-16.39297268159311,-44.00636424261213,-11.468319959841939
71,22,-64,-1.9897742151484856,402.5025534906454,-15.850191360661954,-57.58597241525544,-39.73412696101787
71,23,-64,-1.8565341434529685,401.31152201677435,-16.52877119496027,-56.717663944068434,-34.77072595084909
71,24,-64,-1.7390365634513987,400.3402189715968,-17.198003730423515,-55.51812387615315,-27.930214449957166
71,25,-64,-1.6346862084532805,399.56113897840027,-17.85775442463179,-53.92283072534058,-18.24038297584294
71,26,-64,-1.5414240692842822,398.9499674179997,-18.507873621282506,-51.855596522975986,-4.139075949972222
71,27,-63,-1.9695194719915483,394.64927714899903,-17.918712823314028,-66.6229161766062,-43.51224278866012
71,28,-63,-1.8538848481553618,394.9168686557535,-18.518707400533966,-65.1771630432555,-36.044337511885416
71,29,-63,-1.7501399736142087,395.30186573339466,-19.108005600200695,-63.37538788958938,-25.439311374990385
71,30,-63,-1.6565666932296348,395.7878640491086,-19.686348533309275,-61.161258415290526,-9.977779571502747
71,31,-62,-2.0288077089672507,392.41094602221165,-19.085502312916415,-75.14710830887094,-51.26797675727518
71,32,-62,-1.9170974992106777,393.59189277369694,-19.615648148064185,-73.4354242217648,-43.24034176973566
71,33,-62,-1.816045904713619,394.8381778140088,-20.133506991193318,-71.43372943882314,-31.876242897906703
71,34,-62,-1.724216820098631,396.137200340505,-20.638696714405388,-69.10749490475104,-14.802711420519513
71,35,-61,-2.047573109592455,393.58202335832425,-20.017115155862538,-81.7066126921925,-57.33772839407525
71,36,-61,-1.9409296707294024,395.4390562685809,-20.474220925098656,-79.71540094805462,-48.613002464152295
71,37,-61,-1.8437892314382607,397.31922454955213,-20.916983539164406,-77.51176009261063,-36.126096436908966
71,38,-61,-1.7549487725606125,399.2114130156,-21.34485966678345,-74.99107528108681,-16.888963825905467
71,39,-60,-2.0345214657862414,397.37413492861276,-20.693786930527505,-85.77813803215972,-60.8266915183726
71,40,-60,-1.933552591776154,399.70865379592874,-21.07195338195483,-83.45386767783866,-51.16865973538104
71,41,-60,-1.8410197500610068,402.0259247685509,-21.433064055622054,-80.95861150122381,-36.759530832970384
71,42,-60,-1.7559132322240805,404.314548854592,-21.77634320096659,-78.22862589195077,-13.762375865369442
71,43,-59,-1.995692901501573,403.0787877869127,-21.086081858268564,-87.0141295024893,-61.1643609210319
71,44,-59,-1.9006609452983942,405.6968001932431,-21.37600115160462,-84.31692762947729,-49.7185694111281
71,45,-59,-1.8130855815318851,408.2517857557178,-21.645147141270204,-81.44519386863337,-31.656839135908044
71,46,-59,-1.7321177745052054,410.7300435495221,-21.89238019015038,-78.38319365335674,-0.505331984734376
71,47,-58,-1.9353618156845944,409.9462311315579,-21.150720288367403,-85.00560985282091,-57.10295245484315
71,48,-58,-1.8462764282869264,412.6241153321042,-21.33812417530731,-81.8624645355204,-41.96460320684575
71,49,-58,-1.7637470887838416,415.1780113669575,-21.499376364281567,-78.59343993763758,-15.503115516359344
71,50,-57,-1.9462269428656631,414.4117919209503,-20.727965543634284,-83.06375470078187,-60.015566449460536
71,51,-57,-1.8564590674796677,417.03507557796684,-20.822386659111437,-79.54944226793675,-46.2734020524622
71,52,-57,-1.7731078237584015,419.4680189477409,-20.88482355726947,-75.93490909872959,-21.03780737744072
71,53,-56,-1.934023623673401,418.5872857099305,-20.06794489489985,-78.84751424904377,-58.66890487002449
71,54,-56,-1.8442440374531726,420.9118595895556,-20.052530060472293,-74.8872651530135,-44.78687060455421
71,55,-56,-1.7606494528515775,422.9446378448262,-19.99659810156706,-70.81508741298018,-17.228184523248864
71,56,-55,-1.8991142055753953,421.70650711841023,-19.112775768938793,-72.80857073619146,-53.27324456083564
71,57,-55,-1.8097754756505466,423.35752465991703,-18.961032630575954,-68.33598768933994,-36.77126885492338
71,58,-54,-1.9360890209857144,421.5090945013953,-18.03621056940444,-69.59738835947093,-54.47569251426275
71,59,-54,-1.8411981885091897,422.4910905637016,-17.77089120510705,-64.66745717546581,-42.537021338217514
71,60,-54,-1.752388517522159,422.81417445690084,-17.437365283891875,-59.56942281826376,-15.68468702846081
71,61,-53,-1.8528092965217762,419.6320436500434,-16.37561013702264,-59.62407191318634,-41.334221569218386
71,62,-53,-1.7585922818342539,418.50948177768095,-15.878198466625069,-53.92764897916739,-18.401444902861996
71,63,-52,-1.841691684304398,413.51811201650634,-14.693681768173652,-52.909814724585516,-35.31568078979108
71,64,-52,-1.7414626545170038,409.87936638678116,-13.965762576527469,-46.4151634020488,-8.517257267822133
71,65,-51,-1.8031323023139152,401.63488876385605,-12.569617990412322,-43.97552094120429,-24.40397471215342
71,66,-50,-1.8511816667311192,390.6135292234919,-11.030285243104522,-40.43464758855943,-24.501090607594083
71,67,-49,-1.8802740287984867,375.3179696757076,-9.251595948223212,-35.38437383970988,-20.21030503294846
71,68,-48,-1.880466335351837,352.44568094908124,-7.038962651663088,-27.863073644896872,-13.542070805343984
71,69,-46,-1.9685601654452334,309.66122175475505,-4.019806033745976,-17.161310692689053,-6.73311730424706
72,1,-68,-40.52474965402019,324.3113317718804,-0.34445436374258454,-9.482745958737205,-9.379623109861432
72,2,-68,-7.5759018646930985,243.69349792449364,-1.5344647311580055,-10.266095998688284,-9.190200131143706
72,3,-68,-4.124565267003245,208.88066102581536,-3.151949832926797,-11.741644575257771,-9.701182598129092
72,4,-68,-2.825919220987581,190.495397637205,-4.23929033657209,-14.220209553480094,-11.222746452338205
72,5,-68,-2.147142285242742,182.82680833288288,-5.256233824504439,-17.213065858130523,-12.58515127036494
72,6,-68,-1.7305099059691829,186.8034132355421,-6.249638822736598,-19.683349205103013,-13.334677089443142
72,7,-68,-1.4489262749657597,208.9932265802738,-7.223639504554805,-21.74590510965369,-13.609546210428054
72,8,-68,-1.2459600507448787,265.17738982237637,-8.181089475570428,-23.45389489210494,-13.45626776817063
72,9,-68,-1.0927530453788301,328.933698649234,-9.12407129444245,-24.83778225549054,-12.866274875720714
72,10,-68,-0.9730215101935165,350.61965857535336,-10.054170416557932,-25.911325360125616,-11.771052470303815
72,11,-68,-0.8768834659428708,366.33087876902385,-10.972634479742803,-26.663373719082227,-10.02952089108065
72,12,-68,-0.7979957246010345,378.1848284052941,-11.88047177385449,-27.084885556357257,-7.398475773790791
72,13,-68,-0.7321006676108903,386.9223141021075,-12.778515189043933,-27.131422888097237,-3.4772852382068327
72,14,-67,-1.5028557776202567,401.39427313773933,-12.27970720951338,-36.265996622436646,-21.143995430659206
72,15,-67,-1.3773329438321804,407.97110842699055,-13.11046025414573,-36.27850668860504,-17.981748858562682
72,16,-67,-1.2706273087026896,412.47069427262744,-13.93271351644154,-35.9070370223003,-13.428760487467448
72,17,-67,-1.178837925850944,415.6407393279532,-14.74667973963801,-35.09114062465255,-6.853423801144064
72,18,-66,-1.8164791198259627,414.74879046985814,-14.20626951948821,-47.206835113505925,-30.66150822814928
72,19,-66,-1.682388252128365,416.5334738744472,-14.959755139292369,-46.751784692257516,-26.530339443176693
72,20,-66,-1.5659082056058098,417.01132643854686,-15.704799186043706,-45.9116901743426,-20.694479564327544
72,21,-66,-1.4638259529373725,416.4540995650812,-16.44139790928663,-44.628674634052814,-12.402028536601103
72,22,-66,-1.3736599872555724,415.2214348349862,-17.169531893183475,-42.83068276195933,-0.3910589689668833
72,23,-65,-1.8730851754621882,409.6732874015701,-16.58515728904027,-57.42242731040828,-35.599547151706936
72,24,-65,-1.754581072903842,408.5931834920168,-17.25958599695713,-56.26681279077073,-28.941532063142844
72,25,-65,-1.6493396509929306,407.71150208623766,-17.924798334635327,-54.7231372481022,-19.53730600358542
72,26,-65,-1.5552835809428962,407.0035495930606,-18.580655632633906,-52.716798360311394,-5.945289896659986
72,27,-64,-1.988331364530276,402.4972722835047,-17.9956779913571,-67.51784534152458,-44.62177214611209
72,28,-64,-1.8716533856053534,402.6754971152599,-18.602083788066867,-66.12193558569123,-37.39999401358305
72,29,-64,-1.7669763851509217,402.97615382518103,-19.198124642504048,-64.37722338022007,-27.179210053274524
72,30,-64,-1.6725658912854242,403.3826770613792,-19.78355870850836,-62.228586947375,-12.320898352338988
72,31,-63,-2.049702692369728,399.81514500631056,-19.187811817413497,-76.2823960315808,-52.69305131353904
72,32,-63,-1.9369263884732657,400.92306126725845,-19.72583856196896,-74.62467615708985,-44.96853983746501
72,33,-63,-1.8349158703259096,402.10097699933476,-20.251998157611855,-72.68284647550662,-34.07670081573647
72,34,-63,-1.7422203699678978,403.33628919917817,-20.765934239090388,-70.42312972634485,-18.03889643970358
72,35,-62,-2.0704475576360477,400.60327618977004,-20.15057340562977,-83.14973399611739,-59.155878592745765
72,36,-62,-1.9627259010892868,402.40338383530644,-20.617388436070712,-81.21504118554148,-50.84854252507888
72,37,-62,-1.8646107840330215,404.2315986151415,-21.070404771635,-79.0604687421747,-38.991406675597226
72,38,-62,-1.7748859331988203,406.0769669287067,-21.50911839661528,-76.59315444889955,-21.214184249256007
72,39,-61,-2.0593236726916055,404.07520550873494,-20.86572245002278,-87.56157611337015,-63.131127166976235
72,40,-61,-1.9572747433793407,406.37145390592184,-21.255952787090358,-85.29925294012463,-53.9821477250301
72,41,-61,-1.863762324488186,408.6565326735871,-21.629856670254114,-82.86947070918876,-40.786375586020604
72,42,-61,-1.777764720203891,410.9194380068154,-21.986720308709376,-80.17597641112933,-19.826773051565475
72,43,-60,-2.022417829681446,409.5365314306301,-21.306127113971417,-89.20801470198973,-64.13295162606406
72,44,-60,-1.926316302735573,412.1412284938316,-21.611275225453642,-86.54678781192759,-53.49450625937922
72,45,-60,-1.8377696341238416,414.69132743338724,-21.896670346599446,-83.72814988655679,-37.34535161180597
72,46,-60,-1.7559180467873707,417.1739429761053,-22.16127584789116,-80.74549690841481,-10.069898207515672
72,47,-59,-1.9640610441548019,416.26987431711274,-21.43216827956042,-87.62508867127963,-61.060895970469204
72,48,-59,-1.8739339873784124,418.97215423772445,-21.639293520216036,-84.55634501958662,-47.748873257268095
72,49,-59,-1.7904606347900822,421.56360289210363,-21.821781274775663,-81.36742521144234,-25.065466334066596
72,50,-58,-1.9781352010875568,420.7089377699985,-21.065900186880697,-86.14569108292878,-64.1864165781215
72,51,-58,-1.8872723840138868,423.40031940680433,-21.184767363662505,-82.71202758011216,-52.14847645978303
72,52,-58,-1.80293601302854,425.92140687849604,-21.27378524281503,-79.17833467403581,-31.497534352978423
72,53,-57,-1.9693649186719244,425.00341007412413,-20.476841287002706,-82.32408611210292,-63.47234782545433
72,54,-57,-1.8784673911533476,427.4657182175094,-20.492667834929684,-78.45955581542961,-51.663474076412214
72,55,-57,-1.793881263695049,429.6692765341987,-20.47118091066247,-74.48802762005701,-30.37168413304977
72,56,-56,-1.9382255167763607,428.48306282418554,-19.614236492585928,-76.72669387421996,-58.96045044141734
72,57,-56,-1.8478027503865861,430.3921607860971,-19.504276702859713,-72.37416551747015,-45.978993476665806
72,58,-56,-1.763375304035801,431.89802722378073,-19.34546986128243,-67.89375110180573,-19.185591639815662
72,59,-55,-1.8846531857268616,430.06741263489687,-18.400106406841616,-69.13351563482817,-50.27678995887477
72,60,-55,-1.794913698638076,430.88150118355713,-18.126679909317165,-64.1981719783069,-32.239229837822016
72,61,-54,-1.9025431925496283,428.1318031865968,-17.117320798975328,-64.6117024645249,-48.676768552879146
72,62,-54,-1.8075274829872057,427.7994462985248,-16.701077796630774,-59.1341822319976,-34.35939988961362
72,63,-53,-1.8989951893557484,423.6303355694957,-15.592840252017723,-58.57430910816605,-43.22998026132131
72,64,-53,-1.798420530901251,421.36701322698417,-14.985390693228846,-52.406586633323755,-29.095874215696668
72,65,-52,-1.8703499932273506,414.7891160929902,-13.716691236473435,-50.621581898064036,-34.62813112527918
72,66,-52,-1.763052253899602,409.02551458073515,-12.819840465574558,-43.46754941205409,-15.27152332619698
72,67,-51,-1.8099383526784227,397.74359793500736,-11.24954029023667,-39.921152032852454,-21.543559671659494
72,68,-50,-1.8387375356959739,382.08989237301665,-9.43252674658688,-34.86771603202792,-18.660281237013272
72,69,-49,-1.8400193645565468,358.70236360935957,-7.169948025627884,-27.34387545167801,-12.06857277052818
72,70,-47,-1.9260881074243417,315.1297785747025,-4.0954391420486544,-16.617047029599348,-5.505497625690435
73,1,-69,-40.92666386786596,331.4547343762003,-0.3444211765774446,-9.55430382611572,-9.4509623350629
73,2,-69,-7.63736493930967,248.9825045437159,-1.5348590744124826,-10.341310717407843,-9.258812251859148
73,3,-69,-4.15710907347405,213.33906559411955,-3.153690649439255,-11.819147689007673,-9.764529085145362
73,4,-69,-2.84795224166053,194.4563999487095,-4.242639567175232,-14.291262998632853,-11.280964788776062
73,5,-69,-2.163769651929801,186.44439533254464,-5.261195787206802,-17.307604080855167,-12.65872346279078
73,6,-69,-1.7438515431938413,190.1445959969858,-6.256393356804135,-19.80239097729871,-13.423263439785165
73,7,-69,-1.460062040939977,212.03592928006097,-7.2323481475297635,-21.887662809642375,-13.711151819308553
73,8,-69,-1.2555136621667513,267.72982891050475,-8.191900559399993,-23.620252969214892,-13.573261520663715
73,9,-69,-1.1011169698462249,334.160029302901,-9.137123140897492,-25.029747359278602,-12.99966676783454
73,10,-69,-0.980458578554845,356.3741307276128,-10.069593500870749,-26.126898526221616,-11.92266032512185
73,11,-69,-0.8835782412201465,372.5239591164976,-10.990552981609786,-26.907582378633183,-10.20846725842066
73,12,-69,-0.8040827399712678,384.64157644497953,-11.901004739638688,-27.35789506746479,-7.61732412880274
73,13,-69,-0.7376809926702763,393.7135395955862,-12.801777434193552,-27.433402124533167,-3.760426656376039
73,14,-68,-1.5146383233948328,408.5791273947749,-12.302904066378282,-36.60710395478543,-21.459140417321322
73,15,-68,-1.3881357138671748,415.3277612956063,-13.136700420378245,-36.658911913075606,-18.353113449090777
73,16,-68,-1.2805990631984163,420.0429828699448,-13.962156839564683,-36.317499095374984,-13.882651559011848
73,17,-68,-1.1880962815055771,423.3311550642808,-14.779487292924589,-35.54491236556629,-7.43968548709656
73,18,-67,-1.831435812763425,422.50757061078116,-14.241085550880753,-47.695255203856085,-31.157092020932062
73,19,-67,-1.6962615599411377,424.4642778138267,-14.998406509481583,-47.271513622001905,-27.107868875603558
73,20,-67,-1.578842847730365,425.1485006641178,-15.74748510159635,-46.47906309602961,-21.398657082008274
73,21,-67,-1.4759399253641734,424.8348475188038,-16.488322662811566,-45.24056720428354,-13.30607236615255
73,22,-67,-1.3850507269991832,423.8859420985846,-17.22090558533539,-43.496811041517255,-1.6118511758394893
73,23,-66,-1.8894932778237588,418.1127572736893,-16.639764058156395,-58.1164220343839,-36.406664805142384
73,24,-66,-1.769990555393623,416.92314822139093,-17.31920961382311,-57.00320074560405,-29.922031603312334
73,25,-66,-1.6638650054898254,415.93814694900095,-17.98969216391298,-55.509292322551026,-20.78899701674205
73,26,-66,-1.5690211297729533,415.132673253504,-18.651083151648173,-53.561612146749425,-7.623156754435028
73,27,-65,-2.0069716471622057,410.4217829717205,-18.070129025308503,-68.39797722126764,-45.69872333396505
73,28,-65,-1.889258520833929,410.50989553839986,-18.68271094564704,-67.0500804146515,-38.70964205489356
73,29,-65,-1.7836566344943758,410.72541322879664,-19.285242678959317,-65.36028899896635,-28.8519695521198
73,30,-65,-1.6884153346762871,411.0516000460261,-19.877498019647494,-63.274637277526686,-14.563192019333753
73,31,-64,-2.0703958591783405,407.2943576811008,-19.28664480864026,-77.39792538437129,-54.07302199659631
73,32,-64,-1.9565617032567983,408.32826977572597,-19.832242648926268,-75.79216048564042,-46.63374674856555
73,33,-64,-1.853599524949288,409.43673518251717,-20.366369689134455,-73.90792242331,-36.18615644623818
73,34,-64,-1.7600440136952504,410.6071336358993,-20.88869306361863,-71.71215033246597,-21.037225690072184
73,35,-63,-2.093087347036812,407.69691758310694,-20.279282540998633,-84.56716301693668,-60.86075105939553
73,36,-63,-1.984295382133844,409.4386249848143,-20.755392779419186,-82.68692503412596,-52.98806165028773
73,37,-63,-1.8852124885715098,411.21321610984023,-21.218214562567425,-80.5595985024501,-41.725855116544416
73,38,-63,-1.7946092407996121,413.0098721853101,-21.6672794210476,-78.1612190725667,-25.163953916267214
73,39,-62,-2.083854098409462,410.8436308935648,-21.031193436538683,-89.31185821366779,-65.34781326413275
73,40,-62,-1.980732126042834,413.09917526567085,-21.43292110349501,-87.10917855895747,-56.672602062391356
73,41,-62,-1.8862460614578382,415.34927591931546,-21.818999501136062,-84.71425170986677,-44.29995164187039
73,42,-62,-1.7993622968850724,417.5832721799584,-22.188770185961516,-82.08072526472365,-25.078148670043056
73,43,-61,-2.0488266821513164,416.0519076694625,-21.517326140993106,-91.3008252162907,-66.8436262629699
73,44,-61,-1.951660749005406,418.63905265889935,-21.836900214187093,-88.70837572830018,-57.08118334822905
73,45,-61,-1.8621466833732319,421.1793680363635,-22.137657310473315,-85.96202524806372,-42.37779151261312
73,46,-61,-1.7794139945842016,423.66067338512363,-22.418651310480865,-83.05536795325503,-18.22165857527303
73,47,-60,-1.992387218035317,422.63231100027053,-21.701319440238205,-90.1887545100927,-64.76712412720175
73,48,-60,-1.9012200345313084,425.3512301516591,-21.92696950374715,-87.19369564908541,-52.59733121991307
73,49,-60,-1.816802517986651,427.97114676311713,-22.12934862928194,-84.08143455499182,-32.92663989860368
73,50,-59,-2.0095926760337868,427.020189974747,-21.38790416726581,-89.14976051210927,-68.1535749462749
73,51,-59,-1.9176316496641554,429.766902765547,-21.529537941776997,-85.79429467858942,-57.49309582611696
73,52,-59,-1.8323043052702022,432.36094390843465,-21.643217628500107,-82.33948836028924,-40.17154955001404
73,53,-59,-1.7528932018271597,434.77988519396916,-21.726946550557066,-78.7815329402177,-7.096228400119922
73,54,-58,-1.9121230529223094,433.9686007219606,-20.909156503191518,-81.94976166866616,-57.57824152662794
73,55,-58,-1.826528012074906,436.3159983101273,-20.919200132714217,-78.07314215482369,-40.51702327155178
73,56,-58,-1.7466694999584398,438.39892893294945,-20.89175053618776,-74.09080331432304,-5.362962266934203
73,57,-57,-1.885089488615754,437.27801355385145,-20.014338722752502,-76.30370466766692,-53.33834948696178
73,58,-57,-1.7996897165277828,439.05016959864076,-19.897735829129378,-71.94230655738934,-33.40254859349617
73,59,-56,-1.9271468393301139,437.38046852407035,-18.98658305253337,-73.46103844956417,-56.61249153172471
73,60,-56,-1.8363974479853078,438.5985035483071,-18.765990188284547,-68.67270771175092,-43.3526660935818
73,61,-56,-1.751370885968971,439.24566604411893,-18.484542904672093,-63.73235848815304,-12.987973242094638
73,62,-55,-1.855000737368901,436.4709442661323,-17.454417956225793,-64.12792400580547,-44.29101455579219
73,63,-55,-1.7648843776644336,435.9416794208434,-17.028595906292047,-58.648256386665224,-20.8581779812117
73,64,-54,-1.8531308173870094,431.69547015061,-15.898682736618186,-58.074162501008225,-40.00069917367768
73,65,-54,-1.7576095544868746,429.19241361378806,-15.279025557068957,-51.90780876026049,-16.381854788053328
73,66,-53,-1.8272668715906546,422.4667771235337,-13.986138639650818,-50.11273929456114,-31.403290052347582
73,67,-52,-1.8862824879983928,413.73631906397475,-12.597839567176127,-47.42402983616357,-31.45135359757698
73,68,-52,-1.7709725818429842,404.85370395998336,-11.469835927787376,-39.41280149770189,-14.427128320206828
73,69,-51,-1.7994926173898278,388.8433738376677,-9.613811834137834,-34.35648231145664,-15.32700271762482
73,70,-50,-1.801769347980111,364.94304834750176,-7.300750710083909,-26.830512289187322,-8.766590301029897
73,71,-48,-1.8859407475433998,320.58559385296167,-4.171116129360367,-16.079513958402845,-4.2611097416883945
74,1,-70,-41.32541210033968,338.64983039262904,-0.34438886606586644,-9.625327970616565,-9.521764136589889
74,2,-70,-7.698347465241005,254.3092588563428,-1.535241768088053,-10.415982007322853,-9.326919864562301
74,3,-70,-4.189402215882616,217.82885695377146,-3.1553819897289737,-11.896156455383675,-9.827481167135746
74,4,-70,-2.869816811526445,198.44496054854608,-4.245894123894795,-14.362046366534356,-11.338560542988288
74,5,-70,-2.1802704615873476,190.08720679209833,-5.266017847818883,-17.40167577641181,-12.73188916148116
74,6,-70,-1.7570919317566442,193.51041026984103,-6.262957717246361,-19.91990304122954,-13.510652591598683
74,7,-70,-1.4711134725433794,215.10626817232426,-7.240811779625426,-22.028427984348223,-13.811821421185146
74,8,-70,-1.2649950280992748,270.32209211357815,-8.202407563718884,-23.78528721148413,-13.687593034254954
74,9,-70,-1.1094177124523616,339.35314491638354,-9.149807850736435,-25.22001013341965,-13.12990510712753
74,10,-70,-0.9878395085969758,362.1701695093841,-10.084582582422241,-26.340373181682736,-12.072108537478089
74,11,-70,-0.8902225065375515,378.76213516182105,-11.00796693794875,-27.149189901818733,-10.38437517390185
74,12,-70,-0.8101238441673193,391.13932096554544,-11.920959036201836,-27.627170746442417,-7.831728035152584
74,13,-70,-0.7432192330850134,400.5552370784152,-12.824383371205284,-27.73153269918888,-4.036673033583967
74,14,-69,-1.5263300609948809,415.6199115200481,-12.325426398122515,-36.94422678148953,-21.76877454012763
74,15,-69,-1.3988550984613526,422.61752757259865,-13.162174277176804,-37.02823950303225,-18.71683786934229
74,16,-69,-1.2904937075021763,427.6756429867316,-13.990736348443662,-36.722263055301454,-14.325724408993278
74,17,-69,-1.1972828959994577,431.0835860714459,-14.81132761177007,-35.99187813559277,-8.009573382371096
74,18,-68,-1.8462722488146965,430.3315355467442,-14.274859554670359,-48.177380210548165,-31.642830320411733
74,19,-68,-1.7100229386752102,432.46250522927164,-15.035894145677224,-47.78393722390744,-27.672257609370742
74,20,-68,-1.591672741944561,433.35560286585417,-15.788877698379636,-47.03796496049678,-22.08399152540558
74,21,-68,-1.4879553961109935,433.2883766975336,-16.533816210896436,-45.842496238416224,-14.182145126483032
74,22,-68,-1.3963484387217848,432.48030916360415,-17.270701408426966,-44.15109808154684,-2.789905599045394
74,23,-67,-1.9057620950319833,426.62920170370006,-16.692675322705984,-58.800104582584616,-37.193278478656374
74,24,-67,-1.7852684872690472,425.3293992883404,-17.376967710480866,-57.72782919747747,-30.873509315114454
74,25,-67,-1.6782656040416037,424.2403789906266,-18.05253915463567,-56.28194113861479,-21.998215005744445
74,26,-67,-1.5826399241190607,423.33666673035543,-18.719270418307094,-54.390809710609695,-9.237056407573897
74,27,-66,-2.025444945080816,418.42210542906474,-18.142189240490936,-69.2639758721,-46.745035931421185
74,28,-66,-1.9067047170456464,418.4193912790457,-18.76072525482015,-67.96236763937861,-39.940117127654005
74,29,-66,-1.8001850483959665,418.5490083080033,-19.369510372401855,-66.3254802029662,-30.46198266023378
74,30,-66,-1.7041192363540254,418.79404097630567,-19.96833276530582,-64.30045302835704,-16.711517656886837
74,31,-65,-2.0908929964633343,414.8479800199134,-19.38218008670495,-78.49461092866788,-55.410733023189856
74,32,-65,-1.976009094605318,415.8069748892392,-19.935057837020263,-76.93891173461671,-48.2401439381752
74,33,-65,-1.8721024121387488,416.84498027527263,-20.47683953325036,-75.11012898590786,-38.21092955856553
74,34,-65,-1.7776932137742287,417.94934506754055,-21.007213790401472,-72.97588525215959,-23.71648068455157
74,35,-65,-1.6915536935020934,419.1082000080133,-21.525845849124007,-70.50020899061975,-1.7008141256156775
74,36,-64,-2.0056452735964716,416.544537127898,-20.888519771908204,-84.1028516622004,-54.93697723095685
74,37,-64,-1.905601462963776,418.2639712287137,-21.36072908447727,-82.029180871846,-44.33922298995363
74,38,-64,-1.814125805468693,420.01018301992787,-21.819692788535757,-79.69703735696908,-28.644517208513808
74,39,-64,-1.7301747895592823,421.7728183093394,-22.264939992383056,-77.08244685459708,-4.284418565382133
74,40,-63,-2.00393395454488,419.89221155211374,-21.603276978936517,-88.86612746304623,-59.24941560922094
74,41,-63,-1.9084802683619073,422.10481319996643,-22.00095802925282,-86.50885442147431,-47.5697995392413
74,42,-63,-1.8207154130909724,424.3070218940263,-22.383011305634362,-83.94516054264328,-30.033408850830735
74,43,-63,-1.7397520790894485,426.4884735123893,-22.74877476821858,-81.16134374728608,-1.611446423326584
74,44,-62,-1.976706552035865,425.1919819727148,-22.053504771841954,-90.82642972567209,-60.34755713481548
74,45,-62,-1.8862293650204727,427.71814727461356,-22.368813232226895,-88.14948172461786,-46.81747788731753
74,46,-62,-1.8026187127473026,430.19310651890635,-22.665299983505683,-85.31571913780364,-25.302419828784167
74,47,-61,-2.0203568325571815,429.03710039440597,-21.95904250326345,-92.70194213577298,-68.07706782467478
74,48,-61,-1.928151861831782,431.76583426426123,-22.20213632136438,-89.77762728966884,-57.118678603514084
74,49,-61,-1.8427909955020114,434.406262368856,-22.423198070206446,-86.73886789916912,-39.94615255291255
74,50,-61,-1.7635300569099526,436.9434287794557,-22.620947156368146,-83.58313568941492,-9.55727632853763
74,51,-60,-1.9475614895653608,436.14346238632123,-21.858122926161805,-88.80077438939203,-62.11708774781265
